Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
20.14,0,0.2625744381438737687989884086,0.262574438143874,0.249257212210726,0.262574438143874,0.249257212210726,0,0,0,0,5.2091128649126890089823296251,44.672578044935001871083473018,48.157529638365181694803268879,1209566000
20.15,0,0.2625705728318186465616059048,0.262570572831819,0.249253346898671,0.262570572831819,0.249253346898671,0,0,0,0,5.2080936660293638526002111271,44.664939351229379888163532658,48.153086753899921380755880047,1210166000
20.16,0,0.2625667021725460476286282002,0.262566702172546,0.249249476239398,0.262566702172546,0.249249476239398,0,0,0,0,5.2070753565658800979255371137,44.657301582439451154836367832,48.14864484766756536405865979,1210767000
20.17,0,0.2625628471194419811754682311,0.262562847119442,0.249245621186294,0.262562847119442,0.249245621186294,0,0,0,0,5.2060581825664947792148462076,44.649672016083290980425846868,48.144208298034222784330349385,1211367000
20.18,0,0.2625589976260747929704796430,0.262558997626075,0.249241771692927,0.262558997626075,0.249241771692927,0,0,0,0,5.2050418874455142828107226316,44.642042659279222563379373533,48.139772278516887893946220085,1211968000
20.19,0,0.2625551527823884489450567499,0.262555152782388,0.249237926849241,0.262555152782388,0.249237926849241,0,0,0,0,5.204026658395893966926682208,44.634419558697959700193742348,48.13534043728368340211797799,1212569000
20.20,0,0.2625513125419101605057944694,0.26255131254191,0.249234086608762,0.26255131254191,0.249234086608762,0,0,0,0,5.2030123788611068658192635581,44.626802840681091230397016767,48.130912927085742032611869218,1213169000
20.21,0,0.2625474678583505629326282662,0.262547467858351,0.249230241925203,0.262547467858351,0.249230241925203,0,0,0,0,5.2019989897677916897880281037,44.61918899513593219599679644,48.126487590604562529105882954,1213770000
20.22,0,0.2625436378213888534330540625,0.262543637821389,0.249226411888241,0.262543637821389,0.249226411888241,0,0,0,0,5.2009866458573888251755600708,44.611582048852615083925263853,48.122066834784197673704238888,1214370000
20.23,0,0.2625398123846939451421282385,0.262539812384694,0.249222586451546,0.262539812384694,0.249222586451546,0,0,0,0,5.1999753086928799541523524775,44.60397577559713108242404858,48.117646791861986041628636227,1214971000
20.24,0,0.2625359925472901227467875020,0.26253599254729,0.249218766614142,0.26253599254729,0.249218766614142,0,0,0,0,5.1989648941903551391040123495,44.596372105028503195081820721,48.113228719943618393899873191,1215571000
20.25,0,0.2625321772630737992279088649,0.262532177263074,0.249214951329926,0.262532177263074,0.249214951329926,0,0,0,0,5.1979549718800940622010327078,44.588768225048689920317597415,48.108811150232190496062584018,1216172000
20.26,0,0.2625283676213750624304096019,0.262528367621375,0.249211141688227,0.262528367621375,0.249211141688227,0,0,0,0,5.1969464805593921097859977741,44.581177857024614819183910144,48.104402012615899221878584073,1216773000
20.27,0,0.2625245625760495079455071456,0.26252456257605,0.249207336642902,0.26252456257605,0.249207336642902,0,0,0,0,5.1959385152234283161154461721,44.5735869976556823102074022,48.099993170266665324889541246,1217373000
20.28,0,0.2625207620811338085948390375,0.262520762081134,0.249203536147986,0.262520762081134,0.249203536147986,0,0,0,0,5.1949313468818643914889393242,44.56599445193147561609649692,48.095583689988111019928462832,1217974000
20.29,0,0.2625169772256967123444829203,0.262516977225697,0.249199751292549,0.262516977225697,0.249199751292549,0,0,0,0,5.193925790564946370163015852,44.558414984808621988153229417,48.091182233362113966300515909,1218574000
20.30,0,0.2625131869637333767573163913,0.262513186963733,0.249195961030586,0.262513186963733,0.249195961030586,0,0,0,0,5.192920652404563286394214378,44.550833357838450963367040594,48.086780092173195043873909457,1219175000
20.31,0,0.2625094112942815361649770195,0.262509411294282,0.249192185361134,0.262509411294282,0.249192185361134,0,0,0,0,5.1919165454742725265251191267,44.543258916840582158205412012,48.08238268094065228828316061,1219775000
20.32,0,0.2625056301715631995501222392,0.262505630171563,0.249188404238415,0.262505630171563,0.249188404238415,0,0,0,0,5.1909132585983101248122687168,44.535688333153465733526137459,48.077988060852183536416781895,1220376000
20.33,0,0.2625018646842998473744693348,0.2625018646843,0.249184638751152,0.2625018646843,0.249184638751152,0,0,0,0,5.1899110367697837634261561726,44.52811767686239014908130862,48.073593607209592114625571134,1220977000
20.34,0,0.2624980937866724563750753263,0.262498093786672,0.249180867853525,0.262498093786672,0.249180867853525,0,0,0,0,5.1889097014121611807954113179,44.520552841517136578856546626,48.069203116877125971831075604,1221577000
20.35,0,0.2624943384777271303923769540,0.262494338477727,0.249177112544579,0.262494338477727,0.249177112544579,0,0,0,0,5.1879093747618510590905271717,44.512999106956461008381509112,48.064819797388617454526197421,1222178000
20.36,0,0.2624905777565106727683306208,0.262490577756511,0.249173351823363,0.262490577756511,0.249173351823363,0,0,0,0,5.1869099521015767846540879595,44.505444552110290961265731866,48.060436274639324667006904649,1222778000
20.37,0,0.2624868315774750543146522958,0.262486831577475,0.249169605644327,0.262486831577475,0.249169605644327,0,0,0,0,5.1859108627920533917426323028,44.497888679878620162780541315,48.056052626128204963654542944,1223379000
20.38,0,0.2624830900289097661408574976,0.26248309002891,0.249165864095762,0.26248309002891,0.249165864095762,0,0,0,0,5.1849128514224889146126988247,44.490329844379925605809502832,48.051667310784719503793979357,1223980000
20.39,0,0.2624793430652270149664212292,0.262479343065227,0.249162117132079,0.262479343065227,0.249162117132079,0,0,0,0,5.1839162594761820635638489455,44.48279308668870263167902898,48.04729571676688134931242687,1224580000
20.40,0,0.2624756116854828291749978896,0.262475611685483,0.249158385752335,0.262475611685483,0.249158385752335,0,0,0,0,5.1829201277133415488956440894,44.475254494229812082299923857,48.042923575145307668082072623,1225181000
20.41,0,0.2624718848887334216424612566,0.262471884888733,0.249154658955586,0.262471884888733,0.249154658955586,0,0,0,0,5.1819248551833504048646228791,44.467712144955783734090463991,48.038549408881881413827249689,1225781000
20.42,0,0.2624681636296600948771044067,0.26246816362966,0.249150937696512,0.26246816362966,0.249150937696512,0,0,0,0,5.1809304858676576657273239354,44.460177682558886100748361814,48.034180449249552380451019546,1226382000
20.43,0,0.2624644459961228216757196817,0.262464445996123,0.249147220062975,0.262464445996123,0.249147220062975,0,0,0,0,5.17993716610880636574028588,44.4526502147920053311001976,48.029816033737288477188095521,1226982000
20.44,0,0.2624607339427638160058585841,0.262460733942764,0.249143508009616,0.262460733942764,0.249143508009616,0,0,0,0,5.1789447378752008912460929388,44.445125473116581838918823536,48.025453603542205790159567307,1227583000
20.45,0,0.2624570254686463960918117848,0.262457025468646,0.249139799535499,0.262457025468646,0.249139799535499,0,0,0,0,5.1779531626194542765012837322,44.437606997788987566145097126,48.021095389679914842847092424,1228184000
20.46,0,0.2624533335728395891249090015,0.26245333357284,0.249136107639692,0.26245333357284,0.249136107639692,0,0,0,0,5.1769625789260855557623968814,44.430089705516495929211574496,48.016738120622236038737339016,1228784000
20.47,0,0.2624496352544094894354790150,0.26244963525441,0.249132409321262,0.26244963525441,0.249132409321262,0,0,0,0,5.175972448801754439328993812,44.422568060737645526981992015,48.012378712255023975952129868,1229385000
20.48,0,0.2624459414683091711171695393,0.262445941468309,0.249128715535161,0.262445941468309,0.249128715535161,0,0,0,0,5.1749836457617019614576131422,44.415068196614224493428561274,48.00803285579361406067069632,1229985000
20.49,0,0.2624422533018916740269472219,0.262442253301892,0.249125027368744,0.262442253301892,0.249125027368744,0,0,0,0,5.1739953052755721564047934975,44.407559150551184079120355589,48.003681833425958502525380893,1230586000
20.50,0,0.2624385697100687358393175544,0.262438569710069,0.249121343776921,0.262438569710069,0.249121343776921,0,0,0,0,5.1730078924770964105131191005,44.400047748341192928305934193,47.999329576463698531141089101,1231186000
20.51,0,0.2624349006919164897883848482,0.262434900691917,0.249117674758769,0.262434900691917,0.249117674758769,0,0,0,0,5.1720219379822957580391285714,44.392558589926339846415978444,47.994991052816225783382029925,1231787000
20.52,0,0.2624312262465132535501121291,0.262431226246513,0.249114000313365,0.262431226246513,0.249114000313365,0,0,0,0,5.1710363879938995571963377339,44.385067944433240820585967324,47.990652191113256179493460499,1232388000
20.53,0,0.2624275663729386574142811533,0.262427566372939,0.249110340439791,0.262427566372939,0.249110340439791,0,0,0,0,5.1700516578366758703703536117,44.377573270239166986972650291,47.986311113791291710800360327,1232988000
20.54,0,0.2624239010702746040807722946,0.262423901070275,0.249106675137127,0.262423901070275,0.249106675137127,0,0,0,0,5.169067329060726379731669224,44.370080349992496017587998854,47.981971715420952207482786039,1233589000
20.55,0,0.2624202513376055663156445110,0.262420251337606,0.249103025404458,0.262420251337606,0.249103025404458,0,0,0,0,5.1680845142430704716228687964,44.362593963518084216140349663,47.977636194802198215997094817,1234189000
20.56,0,0.2624166061302414464352552966,0.262416606130241,0.249099380197094,0.262416606130241,0.249099380197094,0,0,0,0,5.1671025187876541803004909494,44.355121298499738476189560092,47.973309513407712198279757572,1234790000
20.57,0,0.2624129555348617525324406087,0.262412955534862,0.249095729601714,0.262412955534862,0.249095729601714,0,0,0,0,5.166120936429563216064097107,44.347639770626342083093409086,47.968977871032709897645379356,1235390000
20.58,0,0.2624093185067373832185748433,0.262409318506737,0.24909209257359,0.262409318506737,0.24909209257359,0,0,0,0,5.1651402237490059371272030882,44.340167816474830600174706014,47.964652438363007122768302456,1235991000
20.59,0,0.2624056870449610136777907457,0.262405687044961,0.249088461111813,0.262405687044961,0.249088461111813,0,0,0,0,5.1641610229983617298323931188,44.332703407552666633437937733,47.960331494708177879887069135,1236592000
20.60,0,0.2624020601486249503230593785,0.262402060148625,0.249084834215477,0.262402060148625,0.249084834215477,0,0,0,0,5.163182172995422304479228622,44.325243334242800600247933842,47.956013849702905654869926455,1237192000
20.61,0,0.2623984378168238283662900807,0.262398437816824,0.249081211883676,0.262398437816824,0.249081211883676,0,0,0,0,5.1622042086168163432382026165,44.3177764284562893344189627,47.951692162509623879420572091,1237793000
20.62,0,0.2623948110486549959585303869,0.262394811048655,0.249077585115507,0.262394811048655,0.249077585115507,0,0,0,0,5.1612271531378272324518993272,44.310320777247549032976654672,47.947377686103633997493301699,1238393000
20.63,0,0.2623911978432151307600659864,0.262391197843215,0.249073971910067,0.262391197843215,0.249073971910067,0,0,0,0,5.1602504643527713584629029755,44.302866576341303357111721527,47.943064687401004149421697481,1238994000
20.64,0,0.2623875891996056184245406751,0.262387589199606,0.249070363266458,0.262387589199606,0.249070363266458,0,0,0,0,5.1592750939747064034417065848,44.295420134792151279166007404,47.938756422872049941945466483,1239594000
20.65,0,0.2623839861169290548251362818,0.262383986116929,0.249066760183781,0.262383986116929,0.249066760183781,0,0,0,0,5.1583001696919510776878715763,44.287963282377404688174624644,47.934442180456691581790084158,1240195000
20.66,0,0.2623803865942877609685926607,0.262380386594288,0.24906316066114,0.262380386594288,0.24906316066114,0,0,0,0,5.1573266802876400915009593732,44.280532048510610615115699972,47.930143708779893654612801995,1240796000
20.67,0,0.2623768026307891589634475938,0.262376802630789,0.249059576697641,0.262376802630789,0.249059576697641,0,0,0,0,5.1563535348801051551805313989,44.273092913976736394438987568,47.925840887369028431221927625,1241396000
20.68,0,0.2623732122255389245901367506,0.262373212225539,0.249055986292391,0.262373212225539,0.249055986292391,0,0,0,0,5.1553812683326873029831262742,44.265657963966674192429657253,47.921540864375008289829564533,1241997000
20.69,0,0.2623696273776482039570736552,0.262369627377648,0.2490524014445,0.262369627377648,0.2490524014445,0,0,0,0,5.1544099119912018931222598207,44.258225940517062356864744759,47.917242829176955692930001134,1242598000
20.70,0,0.2623660560862262777268296139,0.262366056086226,0.249048830153078,0.262366056086226,0.249048830153078,0,0,0,0,5.1534388372185053119405162625,44.250792424664025371172817388,47.912944470985206439392432201,1243198000
20.71,0,0.2623624803503879086002536662,0.262362480350388,0.24904525441724,0.262362480350388,0.24904525441724,0,0,0,0,5.1524692265994759457804798233,44.243374603288519652140436375,47.908655652261632419936068665,1243799000
20.72,0,0.2623589081692459598865725441,0.262358908169246,0.249041682236098,0.262358908169246,0.249041682236098,0,0,0,0,5.151500389575398476812643522,44.23595348730199627191829979,47.904365029104577974425127285,1244399000
20.73,0,0.2623553515419186289875106241,0.262355351541919,0.249038125608771,0.262355351541919,0.249038125608771,0,0,0,0,5.1505319861340729392935459836,44.228535223822498673647619342,47.900076669091472605146032154,1245000000
20.74,0,0.2623517884675224444515098372,0.262351788467522,0.249034562534375,0.262351788467522,0.249034562534375,0,0,0,0,5.1495644273579137195657714296,44.221123087467263567082732894,47.895792314870358000527071711,1245600000
20.75,0,0.2623482409451792470597096775,0.262348240945179,0.249031015012031,0.262348240945179,0.249031015012031,0,0,0,0,5.1485977777309875279288812826,44.213709419629640521550541197,47.89150714570231246676885117,1246201000
20.76,0,0.2623446869740091687941871050,0.262344686974009,0.249027461040861,0.262344686974009,0.249027461040861,0,0,0,0,5.1476319696399683986394141648,44.206311892429426840947627882,47.887232211452980084660994596,1246802000
20.77,0,0.2623411475531365096659965289,0.262341147553137,0.249023921619989,0.262341147553137,0.249023921619989,0,0,0,0,5.1466670469283143659539086999,44.198908950097364195151875281,47.882954051233089467462010184,1247402000
20.78,0,0.2623376136816876037693897189,0.262337613681688,0.24902038774854,0.262337613681688,0.24902038774854,0,0,0,0,5.1457029254943224641289035072,44.191516013464015742044375557,47.878682324155493896232659633,1248003000
20.79,0,0.2623340733587876841098557885,0.262334073358788,0.24901684742564,0.262334073358788,0.24901684742564,0,0,0,0,5.1447392282547230795069828122,44.184119172841054881046124289,47.874408634348396953495982173,1248603000
20.80,0,0.2623305585835674928303011225,0.262330558583568,0.24901333265042,0.262330558583568,0.24901333265042,0,0,0,0,5.143776824325867894258639636,44.176736998143665604636743726,47.870143917142346738817854577,1249204000
20.81,0,0.2623270273551558890390893607,0.262327027355156,0.249009801422008,0.262327027355156,0.249009801422008,0,0,0,0,5.1428148414611896468125038022,44.169347709574579460608739854,47.86587523252924576258605838,1249804000
20.82,0,0.2623235106726860807782813000,0.262323510672686,0.249006284739538,0.262323510672686,0.249006284739538,0,0,0,0,5.1418536742294220193390683315,44.161958794243379241315030426,47.861606955225588441295612122,1250405000
20.83,0,0.2623199985352922238516748791,0.262319998535292,0.249002772602144,0.262319998535292,0.249002772602144,0,0,0,0,5.1408932797927370460948718457,44.154586005455670304635279777,47.857348918800059936608480151,1251006000
20.84,0,0.2623164909421101542229451212,0.26231649094211,0.248999265008962,0.26231649094211,0.248999265008962,0,0,0,0,5.1399338175236507894655213699,44.147207897235917146530008744,47.853087652379337920973946493,1251606000
20.85,0,0.2623129878922774144997640852,0.262312987892277,0.24899576195913,0.262312987892277,0.24899576195913,0,0,0,0,5.1389746503712702555784871241,44.139831610351261913652833296,47.848828056658450433508648986,1252207000
20.86,0,0.2623094883849324414179208175,0.262309488384932,0.248992262451785,0.262309488384932,0.248992262451785,0,0,0,0,5.138016969323157182862398933,44.13246927800808432379798112,47.84457681998912348993772169,1252807000
20.87,0,0.2623059944192180852394612951,0.262305994419218,0.24898876848607,0.262305994419218,0.24898876848607,0,0,0,0,5.1370594977237049295307726181,44.125103829141428410584679097,47.840324233429601264055227875,1253408000
20.88,0,0.2623025050367164722368083767,0.262302505036716,0.248985279103569,0.262302505036716,0.248985279103569,0,0,0,0,5.1361028488685915298401467995,44.117744944817795594448619,47.836075875509867519210845305,1254008000
20.89,0,0.2622990191516500983488417705,0.26229901915165,0.248981793218502,0.26229901915165,0.248981793218502,0,0,0,0,5.1351471697114253701331057035,44.110382440667226153979602851,47.831825296657605854568525576,1254609000
20.90,0,0.2622955478056469545790379774,0.262295547805647,0.248978321872499,0.262295547805647,0.248978321872499,0,0,0,0,5.1341921904602418086231651499,44.103035069005386211217589638,47.827584357844324084575495877,1255210000
20.91,0,0.2622920709978549584795902424,0.262292070997855,0.248974845064707,0.262292070997855,0.248974845064707,0,0,0,0,5.1332381364943605556098865623,44.09569019564144031051760148,47.823345027957947229801290267,1255810000
20.92,0,0.2622885987274236803775884815,0.262288598727424,0.248971372794276,0.262288598727424,0.248971372794276,0,0,0,0,5.1322843047467349693067857619,44.088339347836676947858814935,47.819102541203603138136576446,1256411000
20.93,0,0.2622851409935046974609992899,0.262285140993505,0.248967915060357,0.262285140993505,0.248967915060357,0,0,0,0,5.1313313704294701120994697719,44.080992893016080102645128534,47.814862854407865125998766851,1257011000
20.94,0,0.2622816777952506987469058445,0.262281677795251,0.248964451862103,0.262281677795251,0.248964451862103,0,0,0,0,5.1303797899574203422014544161,44.07365939126277948108189961,47.810630955900617867982142161,1257612000
20.95,0,0.2622782281318157208235678800,0.262278228131816,0.248961002198668,0.262278228131816,0.248961002198668,0,0,0,0,5.1294285095169073699123011139,44.066331301579358775125394352,47.806402915671298566730986749,1258213000
20.96,0,0.2622747730444732572485616317,0.262274773044473,0.248957547111325,0.262274773044473,0.248957547111325,0,0,0,0,5.1284780186427599055315712898,44.058999494735552266440156673,47.802172693328295608971272183,1258813000
20.97,0,0.2622713334481095510328997871,0.26227133344811,0.248954107514962,0.26227133344811,0.248954107514962,0,0,0,0,5.1275278865553646312297579651,44.051660545777047044282606712,47.797938469072609069057319879,1259414000
20.98,0,0.2622678873840392182971114534,0.262267887384039,0.248950661450891,0.262267887384039,0.248950661450891,0,0,0,0,5.1265791226547106093924681627,44.044351726080221226044232988,47.793722685955582961154531582,1260014000
20.99,0,0.2622644548514236736693821008,0.262264454851424,0.248947228918276,0.262264454851424,0.248947228918276,0,0,0,0,5.1256305493339748742762405051,44.03702660500950313815313087,47.789497317621125965626989951,1260615000
21.00,0,0.2622610278494277846836935054,0.262261027849428,0.24894380191628,0.262261027849428,0.24894380191628,0,0,0,0,5.1246828252466401361806364161,44.029703013289939312036366366,47.78527297003574680484406826,1261215000
21.01,0,0.2622575943772146065218837255,0.262257594377215,0.248940368444067,0.262257594377215,0.248940368444067,0,0,0,0,5.1237359860403947533191717158,44.022397070912986426048568223,47.781059637891459499113084857,1261816000
21.02,0,0.2622541754339515583258070362,0.262254175433952,0.248936949500804,0.262254175433952,0.248936949500804,0,0,0,0,5.1227898731701854359914078274,44.01508478819342100566583372,47.776842512055266797948828831,1262417000
21.03,0,0.2622507610606422797674338891,0.262250761060642,0.248933535127494,0.262250761060642,0.248933535127494,0,0,0,0,5.1218446792695852184538833735,44.0077834729772147152990149,47.772632210421338416722643748,1263017000
21.04,0,0.2622473511727455376189508716,0.262247351172746,0.248930125239598,0.262247351172746,0.248930125239598,0,0,0,0,5.1208997340153064870491825767,44.00047788720268642361019911,47.76841974486045286817634813,1263618000
21.05,0,0.2622439448113074852368806585,0.262243944811307,0.24892671887816,0.262243944811307,0.24892671887816,0,0,0,0,5.119956104665692276033844059,43.993185013786791077995417326,47.764214886428819895222855564,1264218000
21.06,0,0.2622405439755027058742419468,0.262240543975503,0.248923318042355,0.262240543975503,0.248923318042355,0,0,0,0,5.1190127952812046196644064434,43.985894092992950472471525796,47.760011672461804977163107213,1264819000
21.07,0,0.2622371456645036765945694480,0.262237145664504,0.248919919731356,0.262237145664504,0.248919919731356,0,0,0,0,5.1180702043437712282404311517,43.978600059519217334189475022,47.755806655968737233067751805,1265420000
21.08,0,0.2622337529191260894121138066,0.262233752919126,0.248916526985978,0.262233752919126,0.248916526985978,0,0,0,0,5.1171279468471704599754340056,43.971307341268724543402040875,47.751602870170030339716561705,1266020000
21.09,0,0.2622303646552337300339015760,0.262230364655234,0.248913138722086,0.262230364655234,0.248913138722086,0,0,0,0,5.1161870276198497012119992298,43.964029688071924280325440046,47.747408116190990865642467777,1266621000
21.10,0,0.2622269789136810763438551699,0.262226978913681,0.248909752980533,0.262226978913681,0.248909752980533,0,0,0,0,5.1152463189104079862066654443,43.956748659757900021592928578,47.743211758555613739656372768,1267221000
21.11,0,0.2622235986936520388869128135,0.262223598693652,0.248906372760504,0.262223598693652,0.248906372760504,0,0,0,0,5.1143064421205713492159712716,43.949466043775981348300390833,47.739014444986357061400024883,1267822000
21.12,0,0.2622202230358077362671684866,0.262220223035808,0.24890299710266,0.262220223035808,0.24890299710266,0,0,0,0,5.1133680312733831765825009364,43.942201187057195623164305482,47.734827726178674377196150252,1268422000
21.13,0,0.2622168608563343361478719243,0.262216860856334,0.248899634923186,0.262216860856334,0.248899634923186,0,0,0,0,5.1124291533703588265197702605,43.934927113229072347104819774,47.730636262695191013265785595,1269023000
21.14,0,0.2622134931959372659617284943,0.262213493195937,0.248896267262789,0.262213493195937,0.248896267262789,0,0,0,0,5.1114917009909160093273406638,43.927671105725289553279813189,47.726455603847611789055051623,1269624000
21.15,0,0.2622101300538044652548192302,0.262210130053804,0.248892904120657,0.262210130053804,0.248892904120657,0,0,0,0,5.1105544139983594353047735725,43.920395639882460904429978638,47.722263358857546813026739455,1270224000
21.16,0,0.2622067804704463398268007503,0.262206780470446,0.248889554537298,0.262206780470446,0.248889554537298,0,0,0,0,5.1096185660277874626655848048,43.913144430036081569921440137,47.718085743710456574307387274,1270825000
21.17,0,0.2622034253623716123010052164,0.262203425362372,0.248886199429224,0.262203425362372,0.248886199429224,0,0,0,0,5.1086829255411314777523585872,43.905895453447919884496736679,47.713909982936109664268359143,1271425000
21.18,0,0.2622000847701341865225802780,0.262200084770134,0.248882858836986,0.262200084770134,0.248882858836986,0,0,0,0,5.1077480813353328387786107386,43.898646370216565616316451806,47.709734179709600441993283403,1272026000
21.19,0,0.2621967476929271644725090634,0.262196747692927,0.248879521759779,0.262196747692927,0.248879521759779,0,0,0,0,5.1068135033489726081299482835,43.891387374664845786732846066,47.705552632630901175894903547,1272626000
21.20,0,0.2621934051711133294937901072,0.262193405171113,0.248876179237965,0.262193405171113,0.248876179237965,0,0,0,0,5.1058802136697414679768642451,43.884150242447881342812981944,47.701384317478598274985491399,1273227000
21.21,0,0.2621900771215192146895772932,0.262190077121519,0.248872851188371,0.262190077121519,0.248872851188371,0,0,0,0,5.1049471045202191286189200432,43.876908195146461211362591766,47.697213418623146961530857035,1273828000
21.22,0,0.2621867425845478790951398710,0.262186742584548,0.2488695166514,0.262186742584548,0.2488695166514,0,0,0,0,5.104014830582768300355677102,43.869674554802841964430515804,47.693047719010745143480498653,1274428000
21.23,0,0.2621834225594008173881623340,0.262183422559401,0.248866196626253,0.262183422559401,0.248866196626253,0,0,0,0,5.1030833696484540174436740417,43.862439423508203163704230228,47.688881081018940481541431779,1275029000
21.24,0,0.2621801070862906142326644522,0.262180107086291,0.248862881153143,0.262180107086291,0.248862881153143,0,0,0,0,5.1021527122412883141394494882,43.855210387013752314624939612,47.684718219248531661775017456,1275629000
21.25,0,0.2621767850823602430752811581,0.26217678508236,0.248859559149212,0.26217678508236,0.248859559149212,0,0,0,0,5.1012227075332802528286104626,43.847985441948570777722544881,47.68055799730265045739329592,1276230000
21.26,0,0.2621734775878652902312425557,0.262173477587865,0.248856251654717,0.262173477587865,0.248856251654717,0,0,0,0,5.1002929786035195156816499861,43.840767334869754810511278883,47.676402399745625566083749724,1276830000
21.27,0,0.2621701736429064592825138629,0.262170173642906,0.248852947709759,0.262170173642906,0.248852947709759,0,0,0,0,5.099364106444300489041152282,43.833545839476099042908148732,47.67224463361245626077958121,1277431000
21.28,0,0.2621668741648650735619153631,0.262166874164865,0.248849648231717,0.262166874164865,0.248849648231717,0,0,0,0,5.0984359067950648550776103715,43.826332974378680534600560244,47.668092297306122035869049078,1278032000
21.29,0,0.2621635791938843617232223650,0.262163579193884,0.248846353260736,0.262163579193884,0.248846353260736,0,0,0,0,5.09750848611659435221965408,43.819123689626851942000381015,47.663942169098824927106845129,1278632000
21.30,0,0.2621602877699544803112651616,0.262160287769954,0.248843061836807,0.262160287769954,0.248843061836807,0,0,0,0,5.0965813270399136626377764277,43.811909271673987860300018981,47.659789223545706812623229097,1279233000
21.31,0,0.2621570008106921993320289900,0.262157000810692,0.248839774877544,0.262157000810692,0.248839774877544,0,0,0,0,5.0956553888436098205885160362,43.804718745265510962587058289,47.655650755504663097472599217,1279833000
21.32,0,0.2621537183561301276507939744,0.26215371835613,0.248836492422982,0.26215371835613,0.248836492422982,0,0,0,0,5.0947297542763948884574799297,43.797511605098041615052432803,47.651502300304021675309523957,1280434000
21.33,0,0.2621504394461478319061551181,0.262150439446148,0.248833213513,0.262150439446148,0.248833213513,0,0,0,0,5.0938048265753282244581839308,43.790316028119529510501719469,47.64736104516192623422983781,1281034000
21.34,0,0.2621471739985961376502222223,0.262147173998596,0.248829948065448,0.262147173998596,0.248829948065448,0,0,0,0,5.0928801246555911868041438589,43.783117607862761106750885736,47.64321840464656985472923617,1281635000
21.35,0,0.2621439030533978042626398783,0.262143903053398,0.24882667712025,0.262143903053398,0.24882667712025,0,0,0,0,5.0919562374354085139239895407,43.77592449028715677527231795,47.639078985840068614980481444,1282236000
21.36,0,0.2621406366503237702627474022,0.262140636650324,0.248823410717176,0.262140636650324,0.248823410717176,0,0,0,0,5.091033572077508211945191195,43.768742681456609571838821734,47.634946202633945638174154158,1282836000
21.37,0,0.2621373737074573878796787948,0.262137373707457,0.24882014777431,0.262137373707457,0.24882014777431,0,0,0,0,5.0901110658396240192963786477,43.761556993930436735932500836,47.630811428248395555135414116,1283437000
21.38,0,0.2621341152646114457944227168,0.262134115264612,0.248816889331464,0.262134115264612,0.248816889331464,0,0,0,0,5.0891894275617699421050221166,43.754383512165363151894417461,47.626684104279057463775955636,1284037000
21.39,0,0.2621308703614468975379624326,0.262130870361447,0.248813644428299,0.262130870361447,0.248813644428299,0,0,0,0,5.0882679580754013667137058282,43.747204516480870471874695373,47.622553758501073798655337649,1284638000
21.40,0,0.2621276199162811162333357853,0.262127619916281,0.248810393983133,0.262127619916281,0.248810393983133,0,0,0,0,5.0873477325603630034219912029,43.740032375862517809233255468,47.618427245213212012006405381,1285239000
21.41,0,0.2621243830091763759937751407,0.262124383009176,0.248807157076029,0.262124383009176,0.248807157076029,0,0,0,0,5.0864277513184508864864168638,43.732858787678211745061930207,47.614300167850063776970842536,1285839000
21.42,0,0.2621211505586046364068273379,0.262121150558605,0.248803924625457,0.262121150558605,0.248803924625457,0,0,0,0,5.0855084744479340501635214331,43.725699795023495218692426077,47.610182127729619291670864461,1286440000
21.43,0,0.2621179126041959163623936737,0.262117912604196,0.248800686671048,0.262117912604196,0.248800686671048,0,0,0,0,5.084589962255199204752866334,43.718539627350976055763706827,47.606063285925935455870800698,1287040000
21.44,0,0.2621146771854287677088098698,0.262114677185429,0.248797451252281,0.262114677185429,0.248797451252281,0,0,0,0,5.0836716651011080605540129887,43.711373016719339718702051839,47.60194078936142472042171449,1287641000
21.45,0,0.2621114572210078792210859757,0.262111457221008,0.24879423128786,0.262111457221008,0.24879423128786,0,0,0,0,5.0827540546737839757804772171,43.704219487820483839620120627,47.597826388781531295311656842,1288242000
21.46,0,0.2621082407906247968588463927,0.262108240790625,0.248791014857477,0.262108240790625,0.248791014857477,0,0,0,0,5.0818377496391603367748432441,43.697078113127286851094115846,47.593719028322084901907372496,1288842000
21.47,0,0.2621050178131350529065297933,0.262105017813135,0.248787791879987,0.262105017813135,0.248787791879987,0,0,0,0,5.0809211094491665017506268917,43.68992382071701345002096172,47.589604404212110264088277473,1289443000
21.48,0,0.2621018093279883658874091127,0.262101809327988,0.24878458339484,0.262101809327988,0.24878458339484,0,0,0,0,5.0800056592917408570504123825,43.68278258129642723859906746,47.585497455913447494410219596,1290043000
21.49,0,0.2620986043744840997897714759,0.262098604374484,0.248781378441336,0.262098604374484,0.248781378441336,0,0,0,0,5.0790904820588247608877155383,43.675636961331541942635996769,47.581388066169048900410729246,1290644000
21.50,0,0.2620954038717080928949581818,0.262095403871708,0.24877817793856,0.262095403871708,0.24877817793856,0,0,0,0,5.0781764955409065996051205829,43.668505412784059804029611167,47.5772869716862737246059756,1291244000
